"title","propertyType","id","priceRange","pricePerSqft","bedrooms","bathrooms","floorSize","areaType","possessionStatus","postedBy","description","scrapedAt","pageUrl","url"
"1 BHK Flat in Shastri Nagar , Andheri West, Mumbai","1 BHK Flat","I86024360","₹2 Cr","₹44,444 /sqft","450 sqft","42 sqm","1 BHK","","Ready To Move","Property Magnet","This lovely 1 bhk apartment/flat in shastri nagar , andheri west is available for sale in one of western mumbai's most popular projects, kamdhenu chs. This property faces the south direction. The flat occupies a carpet area of 450 sq.Ft. That consists of 1 bedroom, 1 bathroom . The residential building has 6 floors in total and the flat for sale is located on the 2nd floor. As the project is al...","2026-02-16T14:14:14.469Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-8","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-kamdhenu-apartment-shastri-nagar-andheri-west-western-mumbai-450-sq-ft-spid-I86024360"
"2 BHK Flat in Lokhandwala Andheri West, Mumbai","2 BHK Flat","K84825310","₹3 Cr","₹33,333 /sqft","900 sqft","84 sqm","2 BHK","","Ready To Move","BMG Properties","Located in the popular residential address of lokhandwala andheri west, western mumbai, manju tower chs is one of the most preferred destination for apartments in western mumbai. This 2 bhk flat is your ticket to be a part of this community. The flat is east-Facing. The flat is over 900 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . This flat lies on the 2nd level of a 18 storey ...","2026-02-16T14:14:14.875Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-manju-tower-chs-lokhandwala-andheri-west-mumbai-andheri-dahisar-900-sq-ft-r1-spid-K84825310"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","P83072248","₹4.25 Cr","₹40,476 /sqft","1,050 sqft","98 sqm","3 BHK","","Ready To Move","BMG Properties","This 3 bhk flat is located in link garden, which houses some of the most spacious flats in andheri west, western mumbai. This is a north-East-Facing property. Constructed on a carpet area of 1050 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 8th floor of this 12 floors tall residential building. An added advantage of this 10+ years old flat is ...","2026-02-16T14:14:14.876Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-andheri-west-mumbai-andheri-dahisar-1050-sq-ft-r2-spid-P83072248"
"4 BHK Flat in Andheri West, Mumbai","4 BHK Flat","I88574584","₹16 Cr","₹69,565 /sqft","2,300 sqft","214 sqm","4 BHK","","Ready To Move","BMG Properties","This property faces the east direction. The flat is over 2300 sq.Ft. Carpet area and comes with 4 bedroom(s), 4 bathrooms and 2 balconies. The flat has a total of 30 floors and this property is situated on 6th floor. As the project is already ready to move, so you can easily move into this 10+ years old property. The flat comes well built with marble flooring options. Many of the modern ameniti...","2026-02-16T14:14:14.876Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-oberoi-sky-gardens-andheri-west-mumbai-andheri-dahisar-2300-sq-ft-spid-I88574584"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","E88589102","₹7 Cr","₹48,882 /sqft","1,432 sqft","133 sqm","3 BHK","","Ready To Move","BMG Properties","This property faces the east direction. Containing 3 bedroom(s), 2 bathrooms , this flat is spread over a carpet area of 1432 sq.Ft. This flat is situated on the 9th floor of this 22 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The beautifully designed marble flooring enhances the beauty of the flat. The flat will offer a modern lifestyle ...","2026-02-16T14:14:14.877Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-andheri-west-mumbai-andheri-dahisar-1432-sq-ft-spid-E88589102"
"3 BHK Flat in Versova, Andheri West","3 BHK Flat","C87999892","₹4 Cr","₹48,543 /sqft","824 sqft","77 sqm","3 BHK","","Ready To Move","BMG Properties","Looking for a 3 bhk property for sale in western mumbai? Buy this 3 bhk flat in amrut tara that is situated in versova, western mumbai. This is a east-Facing property. Constructed on a carpet area of 824 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms . This flat is situated on the 14th floor of this 21 floors tall residential building. This 10+ years old property is available for immediat...","2026-02-16T14:14:14.877Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-versova-mumbai-andheri-dahisar-824-sq-ft-spid-C87999892"
"2 BHK Flat in DN Nagar, Andheri West","2 BHK Flat","W86259538","₹2.75 Cr","₹41,353 /sqft","665 sqft","62 sqm","2 BHK","","Ready To Move","RR Associates Estate  Consultants","Multiple flats avlb with us contact us if u are looking to buy in platinum life with amenities building. Looking for a 2 bhk property for sale in western mumbai? Buy this 2 bhk flat in platinum life that is situated in dn nagar, western mumbai. Constructed on a carpet area of 665 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The residential building has 15 floors in total and the flat ...","2026-02-16T14:14:14.951Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-platinum-life-dn-nagar-mumbai-andheri-dahisar-665-sq-ft-spid-W86259538"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","S88571898","₹4.1 Cr","₹31,538 /sqft","1,650 sqft","153 sqm","3 BHK","","Ready To Move","Phoenix Properties","This well-Planned 3 bhk apartment features spacious balconies in all bedrooms, with a total carpet area of over 1,500 sq. Ft. (1,300 sq. Ft. Internal carpet plus balconies). Located in ashirwad tower, the flat is ready to move in and offered in an unfurnished condition, giving the buyer complete flexibility to design and furnish the home as per personal preference. The property also includes on...","2026-02-16T14:14:14.952Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ashirwad-tower-andheri-west-mumbai-andheri-dahisar-1650-sq-ft-spid-S88571898"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","B88787464","₹1.45 Cr","₹22,307 /sqft","650 sqft","60 sqm","2 BHK","","Ready To Move","Gulfisha Shaikh","The flat is facing the east direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a super built up area of 650 sq.Ft. The residential building has 17 floors in total and the flat for sale is located on the 16th floor. This is a ready to move project and the property is 0-1 year old. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing ...","2026-02-16T14:14:14.953Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-chandiwala-pearl-regency-andheri-west-mumbai-andheri-dahisar-650-sq-ft-spid-B88787464"
"2 BHK Flat in Phase D Shastri Nagar, Andheri West","2 BHK Flat","M88030008","₹3 Cr","₹28,571 /sqft","1,050 sqft","98 sqm","2 BHK","","Ready To Move","HOME CHOICE","Royal classic chs is one of western mumbai's most sought after destination for apartments and this 2 bhk flat in phase d shastri nagar is your opportunity to be a part of this community. This residential flat is north-Facing direction. The flat occupies a super built up area of 1050 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The flat has a total of 15 floors and this property is situated...","2026-02-16T14:14:14.954Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-royal-classic-chs-phase-d-shastri-nagar-western-mumbai-1050-sq-ft-spid-M88030008"
"2 BHK Flat in Azad Nagar, Andheri West","2 BHK Flat","D87999910","₹2.31 Cr","₹33,333 /sqft","693 sqft","64 sqm","2 BHK","","Ready To Move","UVAAN HOUSING","Looking for a 2 bhk property for sale in western mumbai? Buy this 2 bhk flat in nicco jiten chs that is situated in azad nagar, western mumbai. This is a west-Facing property. Constructed on a carpet area of 693 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The flat has a total of 18 floors and this property is situated on 9th floor. This is a ready to move project and the property is ...","2026-02-16T14:14:14.955Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-nicco-jiten-chs-azad-nagar-mumbai-andheri-dahisar-693-sq-ft-spid-D87999910"
"3 BHK Flat in Versova, Andheri West","3 BHK Flat","H87790716","₹5 Cr","₹38,461 /sqft","1,300 sqft","121 sqm","3 BHK","","Ready To Move","Zeris Real Estate","Panchtantra 2 is one of the most popular destination for buying apartments/ flats in versova, western mumbai. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is north-West-Facing. The flat occupies a carpet area of 1300 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . The property is located on the 3rd floor of a 7 floors tall building. This is a ready to mov...","2026-02-16T14:14:14.956Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-panchtantra-2-versova-mumbai-andheri-dahisar-1300-sq-ft-spid-H87790716"
"2 BHK Flat in Versova, Andheri West","2 BHK Flat","M87818014","₹4.25 Cr","₹39,351 /sqft","1,080 sqft","100 sqm","2 BHK","","Ready To Move","Zeris Real Estate","Looking for a 2 bhk property for sale in western mumbai? Buy this 2 bhk flat in hiranandani bianca tower that is situated in versova, western mumbai. The flat is west-Facing. The flat occupies a carpet area of 1080 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The property is located on the 12th floor of a 15 floors tall building. This is a ready to move project and the propert...","2026-02-16T14:14:14.957Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-bianca-tower-versova-mumbai-andheri-dahisar-1080-sq-ft-spid-M87818014"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","Q86230376","₹2.8 Cr","₹25,454 /sqft","1,100 sqft","102 sqm","2 BHK","","Ready To Move","HOME CHOICE","Looking for a 2 bhk property for sale in western mumbai? Buy this 2 bhk flat in florida apartments that is situated in andheri west, western mumbai. This residential flat is north-Facing direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a super built up area of 1100 sq.Ft. This flat lies on the 3rd level of a 7 storey building. This is a ready to move project and the pr...","2026-02-16T14:14:14.958Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-florida-apartments-andheri-west-mumbai-andheri-dahisar-1100-sq-ft-spid-Q86230376"
"1 BHK Flat in Seven Bunglow, Andheri West","1 BHK Flat","G87844432","₹2.35 Cr","₹36,153 /sqft","650 sqft","60 sqm","1 BHK","","Ready To Move","Times Estate","Check out this 1 bhk apartment for sale in sea breeze apartment, a popular residential project that houses in-Demand flats in seven bunglow, western mumbai. The flat is facing the north-West direction. Constructed on a built up area of 650 sq.Ft., the flat comprises 1 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 6 floors and this property is situated on ground floor. As the pr...","2026-02-16T14:14:14.959Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sea-breeze-apartment-seven-bunglow-mumbai-andheri-dahisar-650-sq-ft-spid-G87844432"
"2 BHK Flat in Versova, Andheri West","2 BHK Flat","V75655529","₹3.4 Cr","₹50,295 /sqft","676 sqft","63 sqm","2 BHK","","Ready To Move","Times Estate","2bhk for sale in kanakia hollywood new building heigher floor sea view flat all amenities.","2026-02-16T14:14:14.960Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kanakia-hollywood-versova-mumbai-andheri-dahisar-676-sq-ft-r6-spid-V75655529"
"2 BHK Flat in Versova, Andheri West","2 BHK Flat","S87091616","₹2.91 Cr","₹38,800 /sqft","750 sqft","70 sqm","2 BHK","","Ready To Move","Times Estate","This 2 bhk flat is located in raheja complex, which houses some of the most spacious flats in versova, western mumbai. The flat occupies a carpet area of 750 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The flat has a total of 7 floors and this property is situated on 2nd floor. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is...","2026-02-16T14:14:14.961Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-versova-mumbai-andheri-dahisar-750-sq-ft-spid-S87091616"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","W88294374","₹4.6 Cr","₹32,857 /sqft","1,400 sqft","130 sqm","3 BHK","","Ready To Move","SK Property","This residential flat is west-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms . All in all, the flat is spread over a carpet area of 1400 sq.Ft. This flat lies on the 3rd level of a 21 storey building. This 10+ years old property is available for immediate possession as the project is ready to move. The vitrified flooring of this flat is beautifully designed and...","2026-02-16T14:14:14.962Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-belscot-chsl-andheri-west-mumbai-andheri-dahisar-1400-sq-ft-spid-W88294374"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","Y88138340","₹2.45 Cr","₹37,692 /sqft","950 sqft","88 sqm","2 BHK","","Ready To Move","SK Property","Looking for a 2 bhk property for sale in western mumbai? Buy this 2 bhk flat in h k chitralekha herritage that is situated in andheri west, western mumbai. The flat is east-Facing. Constructed on a super built up area of 950 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The property is located on the 8th floor of a 13 floors tall building. As the project is already ready to move, so yo...","2026-02-16T14:14:14.962Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-9","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-h-k-chitralekha-herritage-andheri-west-mumbai-andheri-dahisar-950-sq-ft-spid-Y88138340"
